season,yr,month,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total
2,1,6,0,5,1,1,70,73,0.354167,17,898,4414,5312
2,1,6,0,6,0,1,71,74,0.45625,8,1869,3473,5342
2,1,6,0,0,0,2,72,76,0.6525,9,1685,3221,4906
2,1,6,0,1,1,1,75,77,0.6,8,673,3875,4548
2,1,6,0,2,1,1,77,81,0.597917,13,763,4070,4833
2,1,6,0,3,1,1,83,90,0.622083,9,676,3725,4401
2,1,6,0,4,1,2,86,93,0.568333,10,563,3352,3915
2,1,6,0,5,1,1,81,87,0.605,9,815,3771,4586
2,1,6,0,6,0,1,79,84,0.654583,10,1729,3237,4966
2,1,6,0,0,0,1,76,80,0.747917,11,1467,2993,4460
2,1,6,0,1,1,1,71,75,0.494583,20,863,4157,5020
2,1,6,0,2,1,1,69,73,0.507083,18,727,4164,4891
2,1,6,0,3,1,1,71,73,0.471667,11,769,4411,5180
2,1,6,0,4,1,2,71,74,0.688333,14,545,3222,3767
2,1,6,0,5,1,1,73,75,0.735833,10,863,3981,4844
2,1,6,0,6,0,1,77,80,0.670417,8,1807,3312,5119
2,1,6,0,0,0,2,77,80,0.666667,7,1639,3105,4744
2,1,6,0,1,1,2,71,74,0.74625,10,699,3311,4010
3,1,6,0,2,1,2,75,79,0.770417,11,774,4061,4835
3,1,6,0,3,1,1,80,86,0.7075,12,661,3846,4507
3,1,6,0,4,1,2,79,86,0.703333,16,746,4044,4790
3,1,6,0,5,1,1,79,81,0.573333,15,969,4022,4991
3,1,6,0,6,0,1,76,80,0.483333,14,1782,3420,5202
3,1,6,0,0,0,1,75,79,0.513333,6,1920,3385,5305
3,1,6,0,1,1,2,75,79,0.658333,7,854,3854,4708
3,1,6,0,2,1,1,81,85,0.634167,10,732,3916,4648
3,1,6,0,3,1,1,79,81,0.497917,18,848,4377,5225
3,1,6,0,4,1,1,77,79,0.434167,12,1027,4488,5515
3,1,7,0,5,1,1,79,81,0.39625,7,1246,4116,5362
3,1,7,0,6,0,1,80,82,0.444583,8,2204,2915,5119
3,1,7,0,0,0,2,78,83,0.6825,15,2282,2367,4649
3,1,7,1,1,0,2,79,82,0.637917,5,3065,2978,6043
3,1,7,0,2,1,1,81,86,0.590417,8,1031,3634,4665
3,1,7,0,3,1,1,79,85,0.743333,10,784,3845,4629
3,1,7,0,4,1,1,81,85,0.65125,11,754,3838,4592
3,1,7,0,5,1,2,78,83,0.757917,15,692,3348,4040
3,1,7,0,6,0,1,80,82,0.609167,11,1988,3348,5336
3,1,7,0,0,0,1,81,85,0.578333,12,1743,3138,4881
3,1,7,0,1,1,1,82,90,0.635833,19,723,3363,4086
3,1,7,0,2,1,1,85,91,0.559167,13,662,3596,4258
3,1,7,0,3,1,1,81,85,0.631667,10,748,3594,4342
3,1,7,0,4,1,1,75,79,0.47625,16,888,4196,5084
3,1,7,0,5,1,1,74,77,0.59125,12,1318,4220,5538
3,1,7,0,6,0,1,76,79,0.585,14,2418,3505,5923
3,1,7,0,0,0,1,78,83,0.604167,16,2006,3296,5302
3,1,7,0,1,1,1,81,87,0.65125,14,841,3617,4458
3,1,7,0,2,1,1,83,92,0.650417,9,752,3789,4541
3,1,7,0,3,1,1,83,92,0.707083,8,644,3688,4332
3,1,7,0,4,1,2,87,101,0.69125,15,632,3152,3784
3,1,7,0,5,1,1,89,103,0.580417,9,562,2825,3387
3,1,7,0,6,0,1,89,99,0.5,9,987,2298,3285
3,1,7,0,0,0,1,88,98,0.550833,11,1050,2556,3606
3,1,7,0,1,1,1,80,89,0.757083,6,568,3272,3840
3,1,7,0,2,1,1,83,86,0.540833,13,750,3840,4590
3,1,7,0,3,1,1,83,85,0.402917,12,755,3901,4656
3,1,7,0,4,1,1,84,91,0.583333,12,606,3784,4390
3,1,7,0,5,1,1,89,97,0.5425,12,670,3176,3846
3,1,7,0,6,0,1,86,90,0.465833,11,1559,2916,4475
3,1,7,0,0,0,1,86,90,0.480833,11,1524,2778,4302
3,1,8,0,1,1,1,83,87,0.550833,11,729,3537,4266
3,1,8,0,2,1,1,84,87,0.49125,14,801,4044,4845
3,1,8,0,3,1,2,79,84,0.6575,9,467,3107,3574
3,1,8,0,4,1,2,78,82,0.7575,13,799,3777,4576
3,1,8,0,5,1,1,78,81,0.630833,12,1023,3843,4866
3,1,8,0,6,0,2,78,84,0.755,15,1521,2773,4294
3,1,8,0,0,0,1,80,88,0.752917,13,1298,2487,3785
3,1,8,0,1,1,1,82,87,0.592083,13,846,3480,4326
3,1,8,0,2,1,1,83,89,0.570417,10,907,3695,4602
3,1,8,0,3,1,1,82,85,0.424167,13,884,3896,4780
3,1,8,0,4,1,1,78,81,0.42375,11,812,3980,4792
3,1,8,0,5,1,1,78,81,0.415,8,1051,3854,4905
3,1,8,0,6,0,2,76,80,0.729583,14,1504,2646,4150
3,1,8,0,0,0,2,75,77,0.8175,15,1338,2482,3820
3,1,8,0,1,1,1,74,76,0.712083,14,775,3563,4338
3,1,8,0,2,1,1,77,80,0.578333,16,721,4004,4725
3,1,8,0,3,1,1,79,82,0.575417,10,668,4026,4694
3,1,8,0,4,1,1,78,82,0.654583,16,639,3166,3805
3,1,8,0,5,1,2,76,78,0.722917,9,797,3356,4153
3,1,8,0,6,0,1,77,80,0.674167,7,1914,3277,5191
3,1,8,0,0,0,1,78,83,0.77,17,1249,2624,3873
3,1,8,0,1,1,1,76,79,0.47,19,833,3925,4758
3,1,8,0,2,1,1,72,75,0.455417,10,1281,4614,5895
3,1,8,0,3,1,1,75,78,0.605,17,949,4181,5130
3,1,8,0,4,1,2,75,80,0.771667,14,435,3107,3542
3,1,8,0,5,1,1,77,82,0.76125,6,768,3893,4661
3,1,8,0,6,0,2,75,79,0.85,25,226,889,1115
3,1,8,0,0,0,1,77,80,0.561765,20,1415,2919,4334
3,1,8,0,1,1,1,71,75,0.554583,11,729,3905,4634
3,1,8,0,2,1,1,72,74,0.548333,8,775,4429,5204
3,1,8,0,3,1,1,73,76,0.597917,6,688,4370,5058
3,1,9,0,4,1,1,73,76,0.639167,10,783,4332,5115
3,1,9,0,5,1,2,72,75,0.727083,9,875,3852,4727
3,1,9,0,6,0,1,74,78,0.716667,12,1935,2549,4484
3,1,9,0,0,0,1,78,82,0.742083,14,2521,2419,4940
3,1,9,1,1,0,2,75,78,0.790417,14,1236,2115,3351
3,1,9,0,2,1,3,63,64,0.886957,23,204,2506,2710
3,1,9,0,3,1,3,68,68,0.917083,7,118,1878,1996
3,1,9,0,4,1,3,71,69,0.939565,13,153,1689,1842
3,1,9,0,5,1,2,73,72,0.897917,8,417,3127,3544
3,1,9,0,6,0,1,73,75,0.75375,10,1750,3595,5345
3,1,9,0,0,0,1,73,76,0.71375,8,1633,3413,5046
3,1,9,0,1,1,1,72,75,0.692174,6,690,4023,4713
3,1,9,0,2,1,1,73,75,0.7125,10,701,4062,4763
3,1,9,0,3,1,1,75,78,0.697083,11,647,4138,4785
3,1,9,0,4,1,2,66,69,0.709167,18,428,3231,3659
3,1,9,0,5,1,2,57,58,0.590417,11,742,4018,4760
3,1,9,0,6,0,2,59,60,0.718333,13,1434,3077,4511
3,1,9,0,0,0,1,61,61,0.695,12,1353,2921,4274
3,1,9,0,1,1,2,64,66,0.69,10,691,3848,4539
3,1,9,0,2,1,2,65,66,0.88125,9,438,3203,3641
3,1,9,0,3,1,2,68,69,0.9,6,539,3813,4352
3,1,9,0,4,1,2,71,69,0.902083,9,555,4240,4795
4,1,9,0,5,1,2,69,65,0.9725,5,258,2137,2395
4,1,9,0,6,0,2,69,70,0.8625,5,1776,3647,5423
4,1,9,0,0,0,2,71,71,0.845,3,1544,3466,5010
4,1,9,0,1,1,2,73,73,0.848333,7,684,3946,4630
4,1,9,0,2,1,2,71,71,0.885417,8,477,3643,4120
4,1,9,0,3,1,2,71,72,0.84875,10,480,3427,3907
4,1,9,0,4,1,1,70,71,0.699167,12,653,4186,4839
4,1,9,0,5,1,1,65,68,0.6475,14,830,4372,5202
4,1,10,0,6,0,2,52,52,0.75375,20,480,1949,2429
4,1,10,0,0,0,2,48,44,0.791667,15,616,2302,2918
4,1,10,0,1,1,2,50,50,0.760833,6,330,3240,3570
4,1,10,0,2,1,1,59,59,0.71,14,486,3970,4456
4,1,10,0,3,1,1,63,66,0.647917,12,559,4267,4826
4,1,10,0,4,1,1,59,60,0.620833,9,639,4126,4765
4,1,10,0,5,1,1,61,63,0.684167,2,949,4036,4985
4,1,10,0,6,0,1,62,64,0.70125,3,2235,3174,5409
4,1,10,0,0,0,1,63,65,0.7275,4,2397,3114,5511
4,1,10,1,1,0,1,66,68,0.73375,3,1514,3603,5117
4,1,10,0,2,1,2,66,68,0.80875,10,667,3896,4563
4,1,10,0,3,1,3,64,65,0.90625,17,217,2199,2416
4,1,10,0,4,1,2,67,69,0.896667,9,290,2623,2913
4,1,10,0,5,1,2,64,66,0.71625,15,529,3115,3644
4,1,10,0,6,0,1,60,62,0.483333,17,1899,3318,5217
4,1,10,0,0,0,1,61,63,0.486667,19,1748,3293,5041
4,1,10,0,1,1,1,63,64,0.579583,12,713,3857,4570
4,1,10,0,2,1,2,63,65,0.701667,7,637,4111,4748
4,1,10,0,3,1,3,63,64,0.895217,16,254,2170,2424
4,1,10,0,4,1,1,58,59,0.63625,28,471,3724,4195
4,1,10,0,5,1,1,54,54,0.574167,15,676,3628,4304
4,1,10,0,6,0,1,53,54,0.629167,6,1499,2809,4308
4,1,10,0,0,0,1,53,53,0.74125,7,1619,2762,4381
4,1,10,0,1,1,1,57,57,0.772083,8,699,3488,4187
4,1,10,0,2,1,1,58,58,0.622917,11,695,3992,4687
4,1,10,0,3,1,2,59,59,0.720417,10,404,3490,3894
4,1,10,0,4,1,2,57,57,0.812917,13,240,2419,2659
4,1,10,0,5,1,2,46,41,0.585833,15,456,3291,3747
4,1,10,0,6,0,3,39,30,0.8825,24,57,570,627
4,1,10,0,0,0,1,45,41,0.62375,12,885,2446,3331
4,1,10,0,1,1,1,46,46,0.703333,7,362,3307,3669
4,1,11,0,2,1,1,52,50,0.68375,9,410,3658,4068
4,1,11,0,3,1,1,50,50,0.71875,6,370,3816,4186
4,1,11,0,4,1,1,52,51,0.702083,9,318,3656,3974
4,1,11,0,5,1,2,52,51,0.6225,18,470,3576,4046
4,1,11,0,6,0,1,45,42,0.519167,13,1156,2770,3926
4,1,11,0,0,0,1,47,46,0.734583,6,952,2697,3649
4,1,11,0,1,1,1,51,51,0.75875,4,373,3662,4035
4,1,11,0,2,1,1,52,52,0.721667,5,376,3829,4205
4,1,11,0,3,1,1,51,52,0.758333,4,305,3804,4109
4,1,11,0,4,1,2,50,48,0.813333,13,190,2743,2933
4,1,11,1,5,0,1,45,40,0.44625,21,440,2928,3368
4,1,11,0,6,0,1,48,46,0.552917,14,1275,2792,4067
4,1,11,0,0,0,1,55,54,0.458333,19,1004,2713,3717
4,1,11,0,1,1,1,62,66,0.587083,21,595,3891,4486
4,1,11,0,2,1,2,62,64,0.68875,13,449,3746,4195
4,1,11,0,3,1,3,56,57,0.93,9,145,1672,1817
4,1,11,0,4,1,2,47,42,0.575833,20,139,2914,3053
4,1,11,0,5,1,1,41,36,0.41,11,245,3147,3392
4,1,11,0,6,0,1,45,42,0.502083,15,943,2720,3663
4,1,11,0,0,0,2,57,57,0.684583,12,787,2733,3520
4,1,11,0,1,1,3,55,56,0.91,9,220,2545,2765
4,1,11,0,2,1,3,53,53,0.9625,8,69,1538,1607
4,1,11,0,3,1,2,55,54,0.757917,23,112,2454,2566
4,1,11,1,4,0,1,49,47,0.549167,11,560,935,1495
4,1,11,0,5,1,1,49,48,0.64375,7,1095,1697,2792
4,1,11,0,6,0,1,49,49,0.681667,5,1249,1819,3068
4,1,11,0,0,0,1,56,57,0.698333,14,810,2261,3071
4,1,11,0,1,1,1,60,61,0.743043,10,253,3614,3867
4,1,11,0,2,1,2,56,57,0.830833,17,96,2818,2914
4,1,11,0,3,1,1,45,40,0.613333,18,188,3425,3613
4,1,12,0,4,1,1,44,39,0.524583,15,182,3545,3727
4,1,12,0,5,1,1,44,43,0.625833,7,268,3672,3940
4,1,12,0,6,0,1,43,40,0.612917,6,706,2908,3614
4,1,12,0,0,0,1,46,45,0.775833,6,634,2851,3485
4,1,12,0,1,1,2,50,50,0.827083,4,233,3578,3811
4,1,12,0,2,1,3,57,57,0.949583,16,126,2468,2594
4,1,12,0,3,1,3,52,51,0.970417,18,50,655,705
4,1,12,0,4,1,1,40,34,0.58,16,150,3172,3322
4,1,12,0,5,1,1,42,41,0.695833,6,261,3359,3620
4,1,12,0,6,0,1,41,35,0.5075,16,502,2688,3190
4,1,12,0,0,0,1,36,33,0.49,4,377,2366,2743
4,1,12,0,1,1,1,38,35,0.670833,4,143,3167,3310
4,1,12,0,2,1,1,41,39,0.59,9,155,3368,3523
4,1,12,0,3,1,2,44,43,0.66375,4,178,3562,3740
4,1,12,0,4,1,2,53,52,0.634167,18,181,3528,3709
4,1,12,0,5,1,2,49,46,0.500417,17,178,3399,3577
4,1,12,0,6,0,2,39,33,0.560833,16,275,2464,2739
4,1,12,0,0,0,1,38,32,0.58625,11,220,2211,2431
4,1,12,0,1,1,1,41,37,0.6375,12,260,3143,3403
4,1,12,0,2,1,2,50,50,0.595417,4,216,3534,3750
1,1,12,0,3,1,2,54,54,0.858333,15,107,2553,2660
1,1,12,0,4,1,2,53,54,0.7575,3,227,2841,3068
1,1,12,0,5,1,1,49,48,0.68625,18,163,2046,2209
1,1,12,0,6,0,1,43,39,0.5425,13,155,856,1011
1,1,12,0,0,0,1,41,36,0.681304,10,303,451,754
1,1,12,1,1,0,1,45,41,0.506957,16,430,887,1317
1,1,12,0,2,1,2,45,42,0.7625,13,103,1059,1162
1,1,12,0,3,1,1,43,36,0.503913,20,255,2047,2302
1,1,12,0,4,1,1,39,35,0.574167,8,254,2169,2423
1,1,12,0,5,1,1,44,41,0.636667,9,491,2508,2999
1,1,12,0,6,0,1,52,52,0.615833,15,665,1820,2485
1,2,1,0,0,0,1,49,48,0.6925,13,686,1608,2294
1,2,1,1,1,0,1,41,33,0.381304,22,244,1707,1951
1,2,1,0,2,1,1,30,18,0.44125,24,89,2147,2236
1,2,1,0,3,1,2,27,17,0.414583,12,95,2273,2368
1,2,1,0,4,1,1,40,36,0.524167,9,140,3132,3272
1,2,1,0,5,1,1,46,44,0.542083,11,307,3791,4098
1,2,1,0,6,0,1,51,50,0.531667,12,1070,3451,4521
1,2,1,0,0,0,1,46,44,0.465,13,599,2826,3425
1,2,1,0,1,1,2,37,33,0.701667,7,106,2270,2376
1,2,1,0,2,1,1,44,41,0.646522,13,173,3425,3598
1,2,1,0,3,1,2,41,37,0.8475,9,92,2085,2177
1,2,1,0,4,1,2,50,49,0.802917,12,269,3828,4097
1,2,1,0,5,1,1,41,33,0.5075,25,174,3040,3214
1,2,1,0,6,0,1,33,25,0.4575,13,333,2160,2493
1,2,1,0,0,0,1,32,22,0.419167,17,284,2027,2311
1,2,1,1,1,0,1,34,26,0.5225,16,217,2081,2298
1,2,1,0,2,1,2,49,46,0.716087,23,127,2808,2935
1,2,1,0,3,1,1,43,36,0.443333,28,109,3267,3376
1,2,1,0,4,1,1,34,26,0.4975,15,130,3162,3292
1,2,1,0,5,1,2,36,29,0.45,14,115,3048,3163
1,2,1,0,6,0,2,32,24,0.83125,15,67,1234,1301
1,2,1,0,0,0,2,31,22,0.79625,13,196,1781,1977
1,2,1,0,1,1,2,36,32,0.91125,7,145,2287,2432
1,2,1,0,2,1,1,47,45,0.835833,8,439,3900,4339
1,2,1,0,3,1,1,42,38,0.64375,11,467,3803,4270
1,2,1,0,4,1,2,47,45,0.769583,5,244,3831,4075
1,2,1,0,5,1,2,54,53,0.74125,23,269,3187,3456
1,2,1,0,6,0,1,44,42,0.543333,14,775,3248,4023
1,2,1,0,0,0,1,41,36,0.31125,16,558,2685,3243
1,2,1,0,1,1,1,40,34,0.400833,14,126,3498,3624
1,2,1,0,2,1,1,51,49,0.416667,18,324,4185,4509
1,2,2,0,3,1,1,57,59,0.507917,13,304,4275,4579
1,2,2,0,4,1,2,51,51,0.672917,13,190,3571,3761
1,2,2,0,5,1,1,44,40,0.526667,12,310,3841,4151
1,2,2,0,6,0,2,40,36,0.779583,8,384,2448,2832
1,2,2,0,0,0,2,40,35,0.687917,12,318,2629,2947
1,2,2,0,1,1,1,42,38,0.622174,10,206,3578,3784
1,2,2,0,2,1,1,48,46,0.49625,10,199,4176,4375
1,2,2,0,3,1,2,39,35,0.722917,9,109,2693,2802
1,2,2,0,4,1,1,40,34,0.562083,13,163,3667,3830
1,2,2,0,5,1,2,41,38,0.54,8,227,3604,3831
1,2,2,0,6,0,3,37,28,0.73125,19,192,1977,2169
1,2,2,0,0,0,1,28,15,0.464583,27,73,1456,1529
1,2,2,0,1,1,1,36,30,0.41125,11,94,3328,3422
1,2,2,0,2,1,2,45,43,0.50875,9,135,3787,3922
1,2,2,0,3,1,1,47,45,0.53125,12,141,4028,4169
1,2,2,0,4,1,2,44,42,0.752917,6,74,2931,3005
1,2,2,0,5,1,1,47,45,0.634583,14,349,3805,4154
1,2,2,0,6,0,1,47,45,0.534583,13,1435,2883,4318
1,2,2,0,0,0,2,41,35,0.515833,17,618,2071,2689
1,2,2,1,1,0,1,41,36,0.507826,15,502,2627,3129
1,2,2,0,2,1,1,42,38,0.594348,14,163,3614,3777
1,2,2,0,3,1,1,51,50,0.567917,16,394,4379,4773
1,2,2,0,4,1,1,56,56,0.554583,13,516,4546,5062
1,2,2,0,5,1,2,52,52,0.7375,16,246,3241,3487
1,2,2,0,6,0,1,42,34,0.395833,28,317,2415,2732
